,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Team,Score,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%_opp,TOV%_opp,DRB%,FT/FGA_opp
295,0.18367346938775597,0.39568345323740983,0.19396551724137945,0.766990291262136,0.16326530612244902,0.11842105263157893,0.6646341463414636,0.6666666666666665,0.6016483516483517,0.5129870129870131,0.7874015748031497,0.7633136094674555,0.53072625698324,0.4895833333333336,0.1560693641618498,0.26708074534161463,0.5,0.24615384615384617,0.25862068965517243,0.658227848101266,0.7809523809523808,0.45549738219895275,1996,IND,1.0,0.655831739961759,0.43589743589743596,0.6626552795031055,0.7126436781609198,0.5574468085106394,0.6573426573426572,0.30701754385964897,0.8158995815899581,0.1462264150943396,0.647887323943662,0.5629139072847686,0.691358024691358,0.7947368421052632,0.7905759162303663,0.48226950354609954,0.5057471264367814,0.34224598930481287,0.6129032258064517
349,0.0,0.6043165467625897,0.4568965517241379,0.766990291262136,0.2585034013605443,0.24210526315789477,0.5304878048780488,0.7803030303030303,0.6401098901098903,0.5909090909090913,0.5039370078740159,0.49704142011834307,0.48044692737430195,0.4687500000000001,0.18497109826589608,0.28571428571428603,0.6428571428571428,0.5076923076923077,0.6724137931034484,0.3924050632911391,0.3999999999999999,0.5497382198952883,1996,LAL,1.0,0.7021032504780115,0.3846153846153847,0.7053571428571428,0.7356321839080464,0.5319148936170217,0.6993006993006992,0.44298245614035103,0.4686192468619246,0.25471698113207547,0.6126760563380285,0.6026490066225172,0.4197530864197532,0.642105263157895,0.4450261780104712,0.48226950354609954,0.5287356321839081,0.20855614973262027,0.25806451612903225
403,0.24489795918367463,0.33093525179856087,0.2672413793103452,0.5436893203883493,0.3197278911564626,0.2736842105263158,0.7012195121951221,0.4242424242424243,0.4862637362637363,0.3896103896103895,0.5275590551181101,0.5976331360946745,0.2793296089385473,0.47916666666666663,0.3179190751445087,0.43478260869565233,0.3571428571428572,0.23076923076923084,0.517241379310345,0.7468354430379744,0.9238095238095236,0.3821989528795813,1996,MIA,1.0,0.5866156787762906,0.5230769230769232,0.5986024844720497,0.5019157088122603,0.4127659574468092,0.5839160839160837,0.3859649122807016,0.631799163179916,0.3183962264150943,0.5140845070422535,0.5099337748344372,0.7530864197530864,0.642105263157895,0.5340314136125655,0.32624113475177285,0.517241379310345,0.4759358288770055,0.7580645161290323
610,0.6938775510204067,0.5539568345323738,0.43965517241379315,0.6990291262135919,0.1360544217687075,0.12105263157894736,0.41463414634146356,0.8636363636363638,0.7554945054945057,0.5,0.8740157480314962,0.7988165680473374,0.6201117318435752,0.4895833333333336,0.323699421965318,0.44720496894409933,0.5714285714285714,0.32307692307692304,0.2758620689655173,0.45569620253164556,0.4857142857142853,0.5863874345549736,1996,PHO,1.0,0.5445506692160611,0.4820512820512821,0.5527950310559007,0.6934865900383147,0.6765957446808519,0.5419580419580419,0.47807017543859676,0.7364016736401673,0.12264150943396224,0.5845070422535215,0.4900662251655632,0.4444444444444444,0.6263157894736844,0.7486910994764395,0.6241134751773054,0.3448275862068966,0.45454545454545503,0.3655913978494625
637,0.5510204081632608,0.4748201438848918,0.4482758620689653,0.5533980582524274,0.26530612244897966,0.24210526315789477,0.5426829268292683,0.6363636363636362,0.6346153846153846,0.4155844155844157,0.5118110236220471,0.6923076923076923,0.011173184357541999,0.6770833333333334,0.375722543352601,0.6211180124223601,0.3642857142857143,0.2615384615384615,0.46551724137931033,0.7215189873417722,0.5809523809523807,0.45549738219895275,1996,POR,1.0,0.6217973231357552,0.43589743589743596,0.6277173913043478,0.5287356321839085,0.40000000000000036,0.6188811188811187,0.4517543859649118,0.6401673640167362,0.25471698113207547,0.4225352112676055,0.4635761589403975,0.654320987654321,0.8157894736842106,0.45549738219895297,0.39007092198581583,0.367816091954023,0.561497326203209,0.42473118279569877
664,0.18367346938775597,0.3884892086330938,0.3448275862068968,0.5436893203883493,0.2448979591836735,0.1894736842105263,0.7500000000000002,0.5681818181818183,0.6236263736263736,0.33766233766233755,0.732283464566929,0.7573964497041419,0.39664804469273696,0.6250000000000001,0.21387283236994237,0.40993788819875787,0.4214285714285715,0.3538461538461537,0.5,0.8227848101265824,0.8952380952380952,0.46073298429319376,1996,SAC,1.0,0.4282982791586998,0.5538461538461539,0.44021739130434784,0.5363984674329507,0.6382978723404262,0.43006993006993,0.4868421052631584,0.7405857740585773,0.20990566037735847,0.507042253521127,0.4569536423841063,0.7530864197530864,0.7684210526315791,0.6701570680628273,0.5319148936170217,0.5517241379310345,0.32620320855615015,0.7795698924731183
27,0.5510204081632608,0.5611510791366907,0.5818965517241379,0.533980582524272,0.3129251700680272,0.2710526315789473,0.652439024390244,0.6742424242424243,0.686813186813187,0.3701298701298703,0.6062992125984251,0.6686390532544377,0.30167597765363086,0.5416666666666669,0.2716763005780347,0.4223602484472049,0.3928571428571428,0.3846153846153846,0.4482758620689656,0.6075949367088607,0.7904761904761899,0.5680628272251309,1996,BOS,0.0,0.4019120458891013,0.5230769230769232,0.41110248447204967,0.5440613026819929,0.6723404255319156,0.40909090909090895,0.609649122807018,0.5648535564853556,0.2688679245283018,0.464788732394366,0.4635761589403975,0.5185185185185184,0.573684210526316,0.4816753926701569,0.6241134751773054,0.45977011494252884,0.3796791443850269,0.543010752688172
64,0.5510204081632608,0.30935251798561136,0.47844827586206895,0.2524271844660193,0.06802721088435373,0.04473684210526313,0.4329268292682926,0.6818181818181821,0.8598901098901099,0.11038961038961048,0.6456692913385825,0.6390532544378698,0.47486033519553095,0.9270833333333334,0.323699421965318,0.7080745341614905,0.3571428571428572,0.32307692307692304,0.7931034482758621,0.7215189873417722,0.5999999999999996,0.30890052356020936,1996,BRK,0.0,0.37017208413001906,0.5538461538461539,0.3812111801242236,0.37164750957854453,0.5276595744680854,0.3706293706293705,0.3771929824561404,0.5774058577405858,0.037735849056603765,0.20422535211267556,0.1390728476821197,0.6419753086419753,0.9736842105263157,0.549738219895288,0.5106382978723407,0.482758620689655,0.42780748663101686,0.3548387096774195
99,0.48979591836734926,0.5107913669064743,0.40948275862068995,0.6699029126213594,0.34693877551020413,0.2921052631578947,0.7317073170731707,0.5833333333333335,0.5576923076923079,0.4805194805194808,0.6062992125984251,0.5443786982248522,0.614525139664805,0.45833333333333337,0.1502890173410405,0.24223602484472062,0.4928571428571429,0.24615384615384617,0.17241379310344834,0.5063291139240507,0.5238095238095237,0.5471204188481673,1996,CHO,0.0,0.5101338432122371,0.5538461538461539,0.5232919254658385,0.7279693486590042,0.7531914893617024,0.5104895104895104,0.4078947368421053,0.5271966527196652,0.3183962264150943,0.6338028169014085,0.5960264900662255,0.5185185185185184,0.6105263157894738,0.5392670157068062,0.7517730496453905,0.4137931034482758,0.3957219251336901,0.32258064516129026
160,0.6122448979591866,0.5251798561151078,0.8362068965517238,0.1844660194174752,0.47619047619047616,0.4605263157894736,0.5853658536585364,0.4545454545454546,0.6565934065934065,0.1428571428571428,0.4094488188976376,0.44378698224852076,0.34636871508379885,1.0,0.23699421965317913,0.658385093167702,0.4928571428571429,0.3538461538461537,0.310344827586207,0.5569620253164558,0.5523809523809518,0.5392670157068062,1996,DAL,0.0,0.34455066921606115,0.6051282051282052,0.35908385093167705,0.5325670498084292,0.7276595744680856,0.35314685314685307,0.5745614035087723,0.3012552301255229,0.42216981132075476,0.2746478873239435,0.3046357615894042,0.4197530864197532,0.8526315789473686,0.25654450261780104,0.7304964539007095,0.5057471264367814,0.3048128342245988,0.349462365591398
187,0.36734693877551194,0.4172661870503598,0.431034482758621,0.4854368932038833,0.1904761904761905,0.17368421052631577,0.4999999999999998,0.6590909090909092,0.6950549450549453,0.33766233766233755,0.5905511811023622,0.5857988165680472,0.46368715083798895,0.5520833333333334,0.3121387283236994,0.4720496894409938,0.44285714285714306,0.1384615384615384,0.8448275862068966,0.5443037974683544,0.6095238095238091,0.413612565445026,1996,DEN,0.0,0.4282982791586998,0.5538461538461539,0.44021739130434784,0.49808429118773967,0.5957446808510642,0.43006993006993,0.4342105263157894,0.5523012552301254,0.1816037735849056,0.408450704225352,0.37748344370860965,0.5308641975308641,0.6736842105263159,0.5183246073298429,0.4893617021276597,0.28735632183908044,0.524064171122995,0.43010752688172027
241,0.18367346938775597,0.4676258992805753,0.4525862068965516,0.533980582524272,0.2380952380952381,0.1894736842105263,0.6646341463414636,0.6590909090909092,0.6923076923076923,0.3441558441558441,0.7401574803149608,0.7041420118343196,0.553072625698324,0.6979166666666669,0.17341040462427748,0.40993788819875787,0.47142857142857153,0.4769230769230768,0.5689655172413794,0.6708860759493669,0.5523809523809518,0.5157068062827221,1996,GSW,0.0,0.4764818355640535,0.5230769230769232,0.48680124223602483,0.6206896551724141,0.6723404255319156,0.4790209790209789,0.4868421052631584,0.6485355648535562,0.19811320754716977,0.5,0.4304635761589406,0.6049382716049383,0.8421052631578947,0.6387434554973823,0.6170212765957448,0.5632183908045976,0.2299465240641716,0.403225806451613
322,0.12244897959183731,0.5251798561151078,0.40948275862068995,0.6893203883495147,0.2857142857142857,0.24736842105263157,0.646341463414634,0.6666666666666665,0.6071428571428572,0.5064935064935066,0.3779527559055119,0.4497041420118342,0.23463687150837975,0.44791666666666685,0.10404624277456653,0.1863354037267082,0.2857142857142856,0.4769230769230768,0.4482758620689656,0.6835443037974682,0.7523809523809519,0.45811518324607325,1996,LAC,0.0,0.39426386233269595,0.5743589743589744,0.40760869565217395,0.5478927203065136,0.6893617021276599,0.39860139860139854,0.47807017543859676,0.44351464435146437,0.26650943396226406,0.535211267605634,0.5761589403973515,0.6666666666666667,0.6000000000000001,0.3507853403141361,0.6312056737588656,0.5632183908045976,0.26737967914438565,0.672043010752688
397,0.48979591836734926,0.21582733812949595,0.34051724137931005,0.2621359223300965,0.17006802721088435,0.16842105263157897,0.39634146341463405,0.4696969696969697,0.6428571428571428,0.17532467532467555,0.42519685039370103,0.46153846153846145,0.35754189944134085,0.42708333333333337,0.09248554913294793,0.15527950310559024,0.3142857142857145,0.523076923076923,0.29310344827586204,0.6708860759493669,0.5714285714285712,0.20680628272251278,1996,MEM,0.0,,,,,,,,,,,,,,,,,,
430,0.12244897959183731,0.4460431654676258,0.34051724137931005,0.6407766990291268,0.16326530612244902,0.14473684210526316,0.45121951219512213,0.7196969696969697,0.6703296703296704,0.4675324675324677,0.39370078740157466,0.39644970414201186,0.43575418994413395,0.44791666666666685,0.08670520231213863,0.16770186335403725,0.3571428571428572,0.24615384615384617,0.22413793103448282,0.5949367088607596,0.676190476190476,0.3586387434554972,1996,MIL,0.0,0.32925430210325046,0.7025641025641027,0.3509316770186336,0.5134099616858241,0.7404255319148945,0.3251748251748251,0.3464912280701755,0.42259414225941416,0.160377358490566,0.464788732394366,0.47019867549668914,0.6296296296296295,0.6210526315789475,0.39267015706806285,0.687943262411348,0.4367816091954022,0.29411764705882426,0.489247311827957
457,0.24489795918367463,0.39568345323740983,0.3362068965517242,0.5631067961165046,0.09523809523809523,0.08157894736842103,0.378048780487805,0.7424242424242422,0.7335164835164834,0.3766233766233764,0.763779527559055,0.6863905325443787,0.6536312849162011,0.45833333333333337,0.16184971098265888,0.2546583850931676,0.4571428571428573,0.36923076923076925,0.6034482758620692,0.7974683544303793,0.733333333333333,0.418848167539267,1996,MIN,0.0,0.32734225621414914,0.6205128205128206,0.3423913043478261,0.4559386973180075,0.6680851063829794,0.3321678321678321,0.49122807017543835,0.6820083682008367,0.08726415094339623,0.471830985915493,0.370860927152318,0.7530864197530864,0.6263157894736844,0.7015706806282724,0.6099290780141846,0.5402298850574712,0.310160427807487,0.5913978494623657
583,0.12244897959183731,0.2374100719424459,0.30603448275862055,0.33980582524271874,0.27210884353741494,0.2657894736842105,0.4756097560975612,0.3787878787878789,0.5164835164835166,0.27272727272727293,0.6377952755905513,0.650887573964497,0.41340782122904995,0.5208333333333334,0.08670520231213863,0.2049689440993787,0.25,0.3538461538461537,0.46551724137931033,0.7721518987341771,0.4857142857142853,0.3298429319371725,1996,PHI,0.0,0.14952198852772464,0.7897435897435898,0.17507763975155283,0.3831417624521074,0.804255319148937,0.15384615384615374,0.4342105263157894,0.6652719665271964,0.30424528301886794,0.380281690140845,0.3311258278145699,0.7530864197530864,0.605263157894737,0.6073298429319371,0.7021276595744683,0.47126436781609193,0.11229946524064216,0.32258064516129026
718,0.36734693877551194,0.48920863309352525,0.40086206896551735,0.6407766990291268,0.20408163265306126,0.17894736842105258,0.5487804878048779,0.7196969696969697,0.6675824175824177,0.46103896103896114,0.39370078740157466,0.42603550295857984,0.35195530726256985,0.5729166666666666,0.12138728323699421,0.2732919254658386,0.5071428571428571,0.5538461538461539,0.6206896551724139,0.9746835443037976,0.7238095238095235,0.40837696335078544,1996,TOR,0.0,0.2447418738049713,0.6666666666666667,0.26242236024844723,0.44444444444444464,0.7531914893617024,0.25174825174825166,0.47807017543859676,0.42677824267782416,0.1933962264150943,0.4788732394366195,0.49668874172185484,0.9012345679012346,0.7421052631578948,0.3717277486910995,0.645390070921986,0.5057471264367814,0.20855614973262027,0.6182795698924732
797,0.3061224489795933,0.5899280575539567,0.40948275862068995,0.8058252427184467,0.27210884353741494,0.19473684210526315,0.871951219512195,0.75,0.6593406593406597,0.5194805194805197,0.48818897637795267,0.514792899408284,0.37988826815642485,0.38541666666666685,0.20231213872832354,0.2546583850931676,0.40714285714285725,0.2615384615384615,0.6551724137931036,0.6455696202531642,0.7238095238095235,0.5392670157068062,1996,WAS,0.0,0.5724665391969407,0.4717948717948719,0.5803571428571428,0.632183908045977,0.5744680851063837,0.5699300699300698,0.5,0.502092050209205,0.2075471698113207,0.6338028169014085,0.6423841059602653,0.6296296296296295,0.5421052631578949,0.4450261780104712,0.46808510638297873,0.5402298850574712,0.2620320855614975,0.6290322580645162
107,0.12244897959183731,0.6618705035971222,0.5689655172413794,0.6990291262135919,0.29931972789115646,0.25526315789473686,0.6646341463414636,0.7954545454545459,0.6978021978021978,0.5064935064935066,0.36220472440944895,0.34911242603550297,0.48603351955307295,0.7812500000000001,0.2947976878612717,0.5900621118012421,0.6928571428571431,0.4923076923076921,0.2758620689655173,0.30379746835443044,0.29523809523809486,0.5549738219895288,1997,CHI,10.0,0.9449330783938814,0.45128205128205134,0.9572981366459627,0.8505747126436787,0.35319148936170297,0.9510489510489508,0.33771929824561386,0.30543933054393313,0.25471698113207547,0.556338028169014,0.5761589403973515,0.32098765432098775,0.9473684210526316,0.293193717277487,0.34042553191489366,0.517241379310345,0.34224598930481287,0.20967741935483875
746,0.36734693877551194,0.5323741007194243,0.1982758620689653,1.0,0.14285714285714282,0.09473684210526317,0.646341463414634,0.8333333333333335,0.6291208791208791,0.6818181818181821,0.8267716535433071,0.7633136094674555,0.608938547486034,0.3333333333333336,0.2601156069364161,0.28571428571428603,0.7428571428571429,0.5538461538461539,0.46551724137931033,0.5443037974683544,0.7238095238095235,0.5549738219895288,1997,UTA,7.0,0.8680688336520076,0.08717948717948726,0.8513198757763975,0.8199233716475098,0.4212765957446818,0.867132867132867,0.33771929824561386,0.8158995815899581,0.11792452830188677,0.7957746478873235,0.7019867549668879,0.5925925925925926,0.6210526315789475,0.8167539267015704,0.4042553191489362,0.5977011494252873,0.46524064171123003,0.71505376344086
269,0.4285714285714306,0.4460431654676258,0.34051724137931005,0.650485436893204,0.4217687074829931,0.3947368421052631,0.6158536585365855,0.43939393939393945,0.40384615384615397,0.5714285714285716,0.4803149606299214,0.45562130177514804,0.53072625698324,0.38541666666666685,0.36994219653179194,0.43478260869565233,0.5785714285714287,0.4461538461538461,0.310344827586207,0.6962025316455696,0.2857142857142856,0.489528795811518,1997,HOU,4.0,0.7032504780114722,0.1897435897435898,0.6913819875776397,0.6360153256704986,0.4212765957446818,0.6993006993006992,0.4078947368421053,0.4728033472803346,0.44575471698113195,0.647887323943662,0.6357615894039741,0.7037037037037037,0.5526315789473684,0.46596858638743455,0.4113475177304964,0.3448275862068966,0.45454545454545503,0.17741935483870974
404,0.3061224489795933,0.2589928057553954,0.2068965517241379,0.5048543689320386,0.4285714285714286,0.4026315789473684,0.6097560975609755,0.2272727272727273,0.3131868131868132,0.4545454545454546,0.4330708661417323,0.47928994082840237,0.32960893854748585,0.42708333333333337,0.25433526011560703,0.3354037267080745,0.34285714285714297,0.36923076923076925,0.517241379310345,0.6075949367088607,0.6476190476190471,0.337696335078534,1997,MIA,4.0,0.7418738049713193,0.5435897435897437,0.7577639751552795,0.5593869731800765,0.2765957446808516,0.7482517482517481,0.25877192982456165,0.5439330543933054,0.48113207547169806,0.5492957746478875,0.5496688741721858,0.691358024691358,0.5947368421052632,0.47120418848167556,0.2978723404255321,0.6091954022988506,0.4117647058823528,0.489247311827957
1,0.06122448979591866,0.7697841726618702,0.7370689655172411,0.6699029126213594,0.7414965986394558,0.7105263157894737,0.6707317073170731,0.4166666666666665,0.3296703296703296,0.7142857142857144,0.46456692913385844,0.3372781065088757,0.8491620111731844,0.2500000000000001,0.5202312138728322,0.5217391304347827,0.5857142857142859,0.2615384615384615,0.310344827586207,0.10126582278481022,0.19999999999999973,0.837696335078534,1997,ATL,2.0,0.739961759082218,0.5487179487179488,0.7562111801242235,0.6245210727969348,0.3489361702127667,0.7482517482517481,0.19736842105263142,0.4853556485355648,0.46226415094339607,0.5211267605633805,0.4900662251655632,0.5802469135802468,0.7157894736842105,0.4869109947643979,0.34751773049645385,0.5402298850574712,0.3368983957219256,0.18279569892473124
350,0.6122448979591866,0.43165467625899234,0.4224137931034484,0.5145631067961167,0.3197278911564626,0.2868421052631579,0.628048780487805,0.5303030303030303,0.5714285714285716,0.38311688311688297,0.5905511811023622,0.6982248520710057,0.1787709497206702,0.5937500000000001,0.2601156069364161,0.44720496894409933,0.4357142857142857,0.5384615384615383,0.7931034482758621,0.4810126582278482,0.5333333333333328,0.47382198952879584,1997,LAL,2.0,0.6952198852772467,0.1948717948717949,0.6840062111801242,0.6168582375478926,0.40851063829787293,0.6923076923076922,0.3859649122807016,0.6569037656903765,0.30896226415094336,0.471830985915493,0.47682119205298035,0.46913580246913567,0.7210526315789476,0.5235602094240837,0.39007092198581583,0.5517241379310345,0.29946524064171154,0.3978494623655915
503,0.4285714285714306,0.30935251798561136,0.20258620689655205,0.6019417475728162,0.2517006802721089,0.2210526315789474,0.603658536585366,0.47727272727272707,0.502747252747253,0.4415584415584415,0.5590551181102362,0.5443786982248522,0.49162011173184395,0.44791666666666685,0.33526011560693636,0.4285714285714284,0.40714285714285725,0.33846153846153837,0.37931034482758624,0.8481012658227847,0.7809523809523808,0.3534031413612566,1997,NYK,2.0,0.6512428298279158,0.6000000000000001,0.6704192546583851,0.4674329501915717,0.2936170212765967,0.6503496503496502,0.35964912280701755,0.610878661087866,0.26650943396226406,0.5492957746478875,0.5099337748344372,0.8765432098765431,0.6631578947368422,0.5863874345549738,0.28368794326241176,0.5862068965517242,0.561497326203209,0.6559139784946237
544,0.24489795918367463,0.41007194244604284,0.3017241379310347,0.6407766990291268,0.326530612244898,0.31315789473684214,0.5426829268292683,0.5,0.46703296703296715,0.5389610389610393,0.6929133858267716,0.6745562130177514,0.513966480446927,0.4895833333333336,0.16184971098265888,0.2732919254658386,0.5071428571428571,0.8461538461538463,0.3965517241379311,0.49367088607594933,0.5142857142857138,0.4973821989528795,1997,OKC,2.0,0.8256214149139579,0.11282051282051286,0.8101708074534162,0.7279693486590042,0.36595744680851183,0.8286713286713285,0.3508771929824559,0.6861924686192467,0.3584905660377358,0.626760563380282,0.5695364238410598,0.5308641975308641,0.6842105263157894,0.6596858638743457,0.47517730496453936,0.8505747126436782,0.3315508021390374,0.456989247311828
